name, description
ラジアータ推しLv2, ラジアータがLv60になる
ラジアータ推しLv3, ラジアータがLv65になる
ラジアータ推しLv4, ラジアータがLv70になる
リコリスの信頼, リコリスがLv5になる
リコリスの信頼Lv2, リコリスがLv10になる
リコリスの信頼Lv3, リコリスがLv15になる
リコリスの信頼Lv4, リコリスがLv20になる
リコリスの信頼MAX, リコリスがLv25になる
リコリスとの絆, リコリスがLv30になる
リコリスとの絆Lv2, リコリスがLv35になる
リコリスとの絆Lv3, リコリスがLv40になる
リコリスとの絆Lv4, リコリスがLv45になる
リコリスとの絆MAX, リコリスがLv50になる
リコリス推し, リコリスがLv55になる
リコリス推しLv2, リコリスがLv60になる
リコリス推しLv3, リコリスがLv65になる
リコリス推しLv4, リコリスがLv70になる
鳳仙花春蘭の信頼, 鳳仙花春蘭がLv5になる
鳳仙花春蘭の信頼Lv2, 鳳仙花春蘭がLv10になる
鳳仙花春蘭の信頼Lv3, 鳳仙花春蘭がLv15になる
鳳仙花春蘭の信頼Lv4, 鳳仙花春蘭がLv20になる
鳳仙花春蘭の信頼MAX, 鳳仙花春蘭がLv25になる
鳳仙花春蘭との絆, 鳳仙花春蘭がLv30になる
鳳仙花春蘭との絆Lv2, 鳳仙花春蘭がLv35になる
鳳仙花春蘭との絆Lv3, 鳳仙花春蘭がLv40になる
鳳仙花春蘭との絆Lv4, 鳳仙花春蘭がLv45になる
鳳仙花春蘭との絆MAX, 鳳仙花春蘭がLv50になる
鳳仙花春蘭推し, 鳳仙花春蘭がLv55になる
鳳仙花春蘭推しLv2, 鳳仙花春蘭がLv60になる
鳳仙花春蘭推しLv3, 鳳仙花春蘭がLv65になる
鳳仙花春蘭推しLv4, 鳳仙花春蘭がLv70になる
鳳仙花梅の信頼, 鳳仙花梅がLv5になる
鳳仙花梅の信頼Lv2, 鳳仙花梅がLv10になる
鳳仙花梅の信頼Lv3, 鳳仙花梅がLv15になる
鳳仙花梅の信頼Lv4, 鳳仙花梅がLv20になる
鳳仙花梅の信頼MAX, 鳳仙花梅がLv25になる
鳳仙花梅との絆, 鳳仙花梅がLv30になる
鳳仙花梅との絆Lv2, 鳳仙花梅がLv35になる
鳳仙花梅との絆Lv3, 鳳仙花梅がLv40になる
鳳仙花梅との絆Lv4, 鳳仙花梅がLv45になる
鳳仙花梅との絆MAX, 鳳仙花梅がLv50になる
鳳仙花梅推し, 鳳仙花梅がLv55になる
鳳仙花梅推しLv2, 鳳仙花梅がLv60になる
鳳仙花梅推しLv3, 鳳仙花梅がLv65になる
鳳仙花梅推しLv4, 鳳仙花梅がLv70になる
ステルクの信頼, ステルクがLv5になる
ステルクの信頼Lv2, ステルクがLv10になる
ステルクの信頼Lv3, ステルクがLv15になる
ステルクの信頼Lv4, ステルクがLv20になる
ステルクの信頼MAX, ステルクがLv25になる
ステルクとの絆, ステルクがLv30になる
ステルクとの絆Lv2, ステルクがLv35になる
ステルクとの絆Lv3, ステルクがLv40になる
ステルクとの絆Lv4, ステルクがLv45になる
ステルクとの絆MAX, ステルクがLv50になる
ステルク推し, ステルクがLv55になる
ステルク推しLv2, ステルクがLv60になる
ステルク推しLv3, ステルクがLv65になる
ステルク推しLv4, ステルクがLv70になる
ミミの信頼, ミミがLv5になる
ミミの信頼Lv2, ミミがLv10になる
ミミの信頼Lv3, ミミがLv15になる
ミミの信頼Lv4, ミミがLv20になる
ミミの信頼MAX, ミミがLv25になる
ミミとの絆, ミミがLv30になる
ミミとの絆Lv2, ミミがLv35になる
ミミとの絆Lv3, ミミがLv40になる
ミミとの絆Lv4, ミミがLv45になる
ミミとの絆MAX, ミミがLv50になる
ミミ推し, ミミがLv55になる
ミミ推しLv2, ミミがLv60になる
ミミ推しLv3, ミミがLv65になる
ミミ推しLv4, ミミがLv70になる
リディーの信頼, リディーがLv5になる
リディーの信頼Lv2, リディーがLv10になる
リディーの信頼Lv3, リディーがLv15になる
リディーの信頼Lv4, リディーがLv20になる
リディーの信頼MAX, リディーがLv25になる
リディーとの絆, リディーがLv30になる
リディーとの絆Lv2, リディーがLv35になる
リディーとの絆Lv3, リディーがLv40になる
リディーとの絆Lv4, リディーがLv45になる
リディーとの絆MAX, リディーがLv50になる
リディー推し, リディーがLv55になる
リディー推しLv2, リディーがLv60になる
リディー推しLv3, リディーがLv65になる
リディー推しLv4, リディーがLv70になる
スールの信頼, スールがLv5になる
スールの信頼Lv2, スールがLv10になる
スールの信頼Lv3, スールがLv15になる
スールの信頼Lv4, スールがLv20になる
スールの信頼MAX, スールがLv25になる
スールとの絆, スールがLv30になる
スールとの絆Lv2, スールがLv35になる
スールとの絆Lv3, スールがLv40になる
スールとの絆Lv4, スールがLv45になる
スールとの絆MAX, スールがLv50になる
スール推し, スールがLv55になる
スール推しLv2, スールがLv60になる
スール推しLv3, スールがLv65になる
スール推しLv4, スールがLv70になる
ネルケの信頼, ネルケがLv5になる
ネルケの信頼Lv2, ネルケがLv10になる
ネルケの信頼Lv3, ネルケがLv15になる
ネルケの信頼Lv4, ネルケがLv20になる
ネルケの信頼MAX, ネルケがLv25になる
ネルケとの絆, ネルケがLv30になる
ネルケとの絆Lv2, ネルケがLv35になる
ネルケとの絆Lv3, ネルケがLv40になる
ネルケとの絆Lv4, ネルケがLv45になる
ネルケとの絆MAX, ネルケがLv50になる
ネルケ推し, ネルケがLv55になる
ネルケ推しLv2, ネルケがLv60になる
ネルケ推しLv3, ネルケがLv65になる
ネルケ推しLv4, ネルケがLv70になる
アマリリスの信頼, アマリリスがLv5になる
アマリリスの信頼Lv2, アマリリスがLv10になる
アマリリスの信頼Lv3, アマリリスがLv15になる
アマリリスの信頼Lv4, アマリリスがLv20になる
アマリリスの信頼MAX, アマリリスがLv25になる
アマリリスとの絆, アマリリスがLv30になる
アマリリスとの絆Lv2, アマリリスがLv35になる
アマリリスとの絆Lv3, アマリリスがLv40になる
アマリリスとの絆Lv4, アマリリスがLv45になる
アマリリスとの絆MAX, アマリリスがLv50になる
アマリリス推し, アマリリスがLv55になる
アマリリス推しLv2, アマリリスがLv60になる
アマリリス推しLv3, アマリリスがLv65になる
アマリリス推しLv4, アマリリスがLv70になる
ベルベイヌの信頼, ベルベイヌがLv5になる
ベルベイヌの信頼Lv2, ベルベイヌがLv10になる
ベルベイヌの信頼Lv3, ベルベイヌがLv15になる
ベルベイヌの信頼Lv4, ベルベイヌがLv20になる
ベルベイヌの信頼MAX, ベルベイヌがLv25になる
ベルベイヌとの絆, ベルベイヌがLv30になる
ベルベイヌとの絆Lv2, ベルベイヌがLv35になる
ベルベイヌとの絆Lv3, ベルベイヌがLv40になる
ベルベイヌとの絆Lv4, ベルベイヌがLv45になる
ベルベイヌとの絆MAX, ベルベイヌがLv50になる
ベルベイヌ推し, ベルベイヌがLv55になる
ベルベイヌ推しLv2, ベルベイヌがLv60になる
ベルベイヌ推しLv3, ベルベイヌがLv65になる
ベルベイヌ推しLv4, ベルベイヌがLv70になる
ナツメの信頼, ナツメがLv5になる
ナツメの信頼Lv2, ナツメがLv10になる
ナツメの信頼Lv3, ナツメがLv15になる
ナツメの信頼Lv4, ナツメがLv20になる
ナツメの信頼MAX, ナツメがLv25になる
ナツメとの絆, ナツメがLv30になる
ナツメとの絆Lv2, ナツメがLv35になる
ナツメとの絆Lv3, ナツメがLv40になる
ナツメとの絆Lv4, ナツメがLv45になる
ナツメとの絆MAX, ナツメがLv50になる
ナツメ推し, ナツメがLv55になる
ナツメ推しLv2, ナツメがLv60になる
ナツメ推しLv3, ナツメがLv65になる
ナツメ推しLv4, ナツメがLv70になる
ライザの信頼, ライザがLv5になる
ライザの信頼Lv2, ライザがLv10になる
ライザの信頼Lv3, ライザがLv15になる
ライザの信頼Lv4, ライザがLv20になる
ライザの信頼MAX, ライザがLv25になる
ライザとの絆, ライザがLv30になる
ライザとの絆Lv2, ライザがLv35になる
ライザとの絆Lv3, ライザがLv40になる
ライザとの絆Lv4, ライザがLv45になる
ライザとの絆MAX, ライザがLv50になる
ライザ推し, ライザがLv55になる
ライザ推しLv2, ライザがLv60になる
ライザ推しLv3, ライザがLv65になる
ライザ推しLv4, ライザがLv70になる
ソフィーの信頼, ソフィーがLv5になる
ソフィーの信頼Lv2, ソフィーがLv10になる
ソフィーの信頼Lv3, ソフィーがLv15になる
ソフィーの信頼Lv4, ソフィーがLv20になる
ソフィーの信頼MAX, ソフィーがLv25になる
ソフィーとの絆, ソフィーがLv30になる
ソフィーとの絆Lv2, ソフィーがLv35になる
ソフィーとの絆Lv3, ソフィーがLv40になる
ソフィーとの絆Lv4, ソフィーがLv45になる
ソフィーとの絆MAX, ソフィーがLv50になる
ソフィー推し, ソフィーがLv55になる
ソフィー推しLv2, ソフィーがLv60になる
ソフィー推しLv3, ソフィーがLv65になる
ソフィー推しLv4, ソフィーがLv70になる
ルルアの信頼, ルルアがLv5になる
ルルアの信頼Lv2, ルルアがLv10になる
ルルアの信頼Lv3, ルルアがLv15になる
ルルアの信頼Lv4, ルルアがLv20になる
ルルアの信頼MAX, ルルアがLv25になる
ルルアとの絆, ルルアがLv30になる
ルルアとの絆Lv2, ルルアがLv35になる
ルルアとの絆Lv3, ルルアがLv40になる
ルルアとの絆Lv4, ルルアがLv45になる
ルルアとの絆MAX, ルルアがLv50になる
ルルア推し, ルルアがLv55になる
ルルア推しLv2, ルルアがLv60になる
ルルア推しLv3, ルルアがLv65になる
ルルア推しLv4, ルルアがLv70になる
大人ロロナの信頼, 大人ロロナがLv5になる
大人ロロナの信頼Lv2, 大人ロロナがLv10になる
大人ロロナの信頼Lv3, 大人ロロナがLv15になる
大人ロロナの信頼Lv4, 大人ロロナがLv20になる
大人ロロナの信頼MAX, 大人ロロナがLv25になる
大人ロロナとの絆, 大人ロロナがLv30になる
大人ロロナとの絆Lv2, 大人ロロナがLv35になる
大人ロロナとの絆Lv3, 大人ロロナがLv40になる
大人ロロナとの絆Lv4, 大人ロロナがLv45になる
大人ロロナとの絆MAX, 大人ロロナがLv50になる
大人ロロナ推し, 大人ロロナがLv55になる
大人ロロナ推しLv2, 大人ロロナがLv60になる
大人ロロナ推しLv3, 大人ロロナがLv65になる
大人ロロナ推しLv4, 大人ロロナがLv70になる
メルルの信頼, メルルがLv5になる
メルルの信頼Lv2, メルルがLv10になる
メルルの信頼Lv3, メルルがLv15になる
メルルの信頼Lv4, メルルがLv20になる
メルルの信頼MAX, メルルがLv25になる
メルルとの絆, メルルがLv30になる
メルルとの絆Lv2, メルルがLv35になる
メルルとの絆Lv3, メルルがLv40になる
メルルとの絆Lv4, メルルがLv45になる
メルルとの絆MAX, メルルがLv50になる
メルル推し, メルルがLv55になる
メルル推しLv2, メルルがLv60になる
メルル推しLv3, メルルがLv65になる
メルル推しLv4, メルルがLv70になる
オーゼイユの信頼, オーゼイユがLv5になる
オーゼイユの信頼Lv2, オーゼイユがLv10になる
オーゼイユの信頼Lv3, オーゼイユがLv15になる
オーゼイユの信頼Lv4, オーゼイユがLv20になる
オーゼイユの信頼MAX, オーゼイユがLv25になる
オーゼイユとの絆, オーゼイユがLv30になる
オーゼイユとの絆Lv2, オーゼイユがLv35になる
オーゼイユとの絆Lv3, オーゼイユがLv40になる
オーゼイユとの絆Lv4, オーゼイユがLv45になる
オーゼイユとの絆MAX, オーゼイユがLv50になる
オーゼイユ推し, オーゼイユがLv55になる
オーゼイユ推しLv2, オーゼイユがLv60になる
オーゼイユ推しLv3, オーゼイユがLv65になる
オーゼイユ推しLv4, オーゼイユがLv70になる
フォニクの信頼, フォニクがLv5になる
フォニクの信頼Lv2, フォニクがLv10になる
フォニクの信頼Lv3, フォニクがLv15になる
フォニクの信頼Lv4, フォニクがLv20になる
フォニクの信頼MAX, フォニクがLv25になる
フォニクとの絆, フォニクがLv30になる
フォニクとの絆Lv2, フォニクがLv35になる
フォニクとの絆Lv3, フォニクがLv40になる
フォニクとの絆Lv4, フォニクがLv45になる
フォニクとの絆MAX, フォニクがLv50になる
フォニク推し, フォニクがLv55になる
フォニク推しLv2, フォニクがLv60になる
フォニク推しLv3, フォニクがLv65になる
フォニク推しLv4, フォニクがLv70になる
オーレルの信頼, オーレルがLv5になる
オーレルの信頼Lv2, オーレルがLv10になる
オーレルの信頼Lv3, オーレルがLv15になる
オーレルの信頼Lv4, オーレルがLv20になる
オーレルの信頼MAX, オーレルがLv25になる
オーレルとの絆, オーレルがLv30になる
オーレルとの絆Lv2, オーレルがLv35になる
オーレルとの絆Lv3, オーレルがLv40になる
オーレルとの絆Lv4, オーレルがLv45になる
オーレルとの絆MAX, オーレルがLv50になる
オーレル推し, オーレルがLv55になる
オーレル推しLv2, オーレルがLv60になる
オーレル推しLv3, オーレルがLv65になる
オーレル推しLv4, オーレルがLv70になる
紅の伐祭王, イベント『オータムトレント大伐祭』をクリア
錬金術道場入門！, 錬金術道場に入門した
錬金術道場初級！！, 錬金術道場で初級になった
錬金術道場白帯！！！, 錬金術道場で白帯として認められた
錬金術道場黒帯！！！！, 錬金術道場で黒帯を締めることを許された
錬金術道場免許皆伝！！！！！, イベント『ネルケと学ぶ！錬金術道場！！』をクリア
想い焦がれる恋のうた, イベント『青き海唄、恋のうた』をクリア
鏡界の挑戦者, 長い鏡界での戦いへの一歩を踏み出した
秘密基地、はじめました, ライザ・ソフィーと秘密基地を作り始めた
不思議でステキな秘密基地！, イベント『不思議でステキな秘密基地！』をクリア
初級基地コーディネーター, そこそこの秘密基地を作り上げた
中級基地コーディネーター, なかなかの秘密基地を作り上げた
上級基地コーディネーター, 素敵な秘密基地を作り上げた
特級基地コーディネーター, 素晴らしい秘密基地を作り上げた。お見事！
メリークリスマス！, イベント『学園のクリスマス2019』をクリア
バレンタイン☆パニック, イベント『バレンタイン☆パニック』をクリア
バレンタインギフター, イベント『第一回！ブレセイルプリンス決定戦！』に参加
スウィータークイーン, イベント『白熱！スウィータークイーン杯』をクリア
ハンバーグ初心者, ハンバーグの試作を始めた
ハンバーグ玄人, ハンバーグ作りに慣れた
ハンバーグマイスター, ハンバーグ作りに熟達した
ハンバーグ求道者, ハンバーグ作りを極め、ハンバーグ作りの道を求道し始めた
ハンバーグ派。, 最強のハンバーグ道を突き進み、ハンバーグをこよなく愛した
カレー初心者, カレーの試作を始めた
カレー玄人, カレー作りに慣れた
カレーマイスター, カレー作りに熟達した
カレー求道者, カレー作りを極め、カレーウェイを求道し始めた
カレー派。, 至高のカレーウェイを邁進し、カレーをこよなく愛した
ハンバーグカレーを君に, イベント『ハンバーグカレーを君に』をクリア
桜花の新鋭, 魔物の討伐が軌道に乗ってきた
桜花の逸材, 本格的に魔物討伐を始めた
桜花の怪童, 村で噂になるほど魔物を討伐した
桜花の麒麟児, アカデミーの学生から憧れられるほど魔物を討伐した
桜花の志士, あちこちから声がかかるようになるほど魔物を討伐した
桜花の豪傑, 力自慢の魔物が腕試しに来るほど魔物を討伐した
桜花の超人, 魔物の匂いを区別できるようになるほど魔物を討伐した
桜花の大聖, 誰にもまねできないほど魔物を討伐した
桜花の巨星, ブレセイル中の魔物から警戒されるほど魔物を討伐した
桜花の英雄, アカデミーから称賛されるほど魔物を討伐した
果実祭ビギナー Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ビギナー Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ビギナー Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ビギナー Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ビギナー Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭キャプテン Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭キャプテン Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭キャプテン Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭キャプテン Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭キャプテン Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マネージャー Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マネージャー Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マネージャー Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マネージャー Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マネージャー Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭パイオニア Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭パイオニア Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭パイオニア Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭パイオニア Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭パイオニア Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ベテラン Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ベテラン Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ベテラン Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ベテラン Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ベテラン Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マイスター Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マイスター Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マイスター Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マイスター Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭マイスター Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭エンペラー Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭エンペラー Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭エンペラー Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭エンペラー Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭エンペラー Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ゴッド Lv.1, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ゴッド Lv.2, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ゴッド Lv.3, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ゴッド Lv.4, アカデミーの果実祭に貢献した者に贈られる称号
果実祭ゴッド Lv.5, アカデミーの果実祭に貢献した者に贈られる称号
乱雨の新鋭, 降雨の中、魔物討伐の第一歩を踏み出した証
乱雨の逸材, 雨にも負けず、魔物討伐を続けた証
乱雨の怪童, 雨と共に現れる凄腕の魔物討伐人となった証
乱雨の麒麟児, 雨天の魔物を葬る専門家と呼ばれた証
乱雨の志士, 雨の季節の魔物が親の仇なのかと噂されはじめた証
乱雨の豪傑, 幾千の魔物を倒し、血の雨を降らせた証
乱雨の超人, 最早雨天に現れる魔物と間違えられる域に達した証
乱雨の大聖, 雨に隠れ、雨と一つとなり、雨天の魔物を倒す悟りを開いた証
乱雨の巨星, 雨を割り、天を衝き、星を落とさんばかりに魔物を討伐した証
乱雨の英雄, 乱雨を味方とし、数多の魔物を退けた英雄の証
桜花の覇者, ２０２０年４月ランキングで勝利した証
桜花の頂, ２０２０年４月ランキング・１位の証
桜花の二番星, ２０２０年４月ランキング・２位の証
桜花の三闘神, ２０２０年４月ランキング・３位の証
桜花の十人衆, ２０２０年４月ランキング・１０位以内の証
桜花の五十傑, ２０２０年４月ランキング・５０位以内の証
桜花の百人隊長, ２０２０年４月ランキング・１００位以内の証
桜花の切込隊長, ２０２０年４月ランキング・３００位以内の証
乱雨の覇者, ２０２０年６月ランキングで勝利した証
乱雨の頂, ２０２０年６月ランキング・１位の証
乱雨の二番星, ２０２０年６月ランキング・２位の証
乱雨の三闘神, ２０２０年６月ランキング・３位の証
乱雨の十人衆, ２０２０年６月ランキング・１０位以内の証
乱雨の五十傑, ２０２０年６月ランキング・５０位以内の証
乱雨の百人隊長, ２０２０年６月ランキング・１００位以内の証
乱雨の切込隊長, ２０２０年６月ランキング・３００位以内の証
納涼祭ビギナー Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ビギナー Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ビギナー Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ビギナー Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ビギナー Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭キャプテン Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭キャプテン Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭キャプテン Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭キャプテン Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭キャプテン Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マネージャー Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マネージャー Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マネージャー Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マネージャー Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マネージャー Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭パイオニア Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭パイオニア Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭パイオニア Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭パイオニア Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭パイオニア Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ベテラン Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ベテラン Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ベテラン Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ベテラン Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ベテラン Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マイスター Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マイスター Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マイスター Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マイスター Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭マイスター Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭エンペラー Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭エンペラー Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭エンペラー Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭エンペラー Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭エンペラー Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ゴッド Lv.1, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ゴッド Lv.2, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ゴッド Lv.3, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ゴッド Lv.4, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
納涼祭ゴッド Lv.5, アカデミーの納涼祭に貢献し、涼を求め続けた者に贈られる称号
大輪、天に笑み割れる, イベント『大輪、天に笑み割れる』をクリア
炎天の新鋭, 猛暑の中、魔物討伐の第一歩を踏み出した証
炎天の逸材, 暑さにも負けず、魔物討伐を続けた証
炎天の怪童, 太陽を背負う凄腕の魔物討伐人となった証
炎天の麒麟児, 猛暑の魔物を葬る専門家と呼ばれた証
炎天の志士, 猛暑の魔物が親の仇なのかと噂されはじめた証
炎天の豪傑, 幾千の魔物を倒し、血さえ干からびさせた証
炎天の超人, 猛暑に現れる魔物と間違えられる域に達した証
炎天の大聖, 猛暑を味方につけ、魔物を倒す悟りを開いた証
炎天の巨星, 宇宙に煌めく太陽のごとく熱を帯び、魔物を討伐した証
炎天の英雄, 猛暑を味方とし、数多の魔物を退けた英雄の証
炎天の覇者, ２０２０年８月ランキングで勝利した証
炎天の頂, ２０２０年８月ランキング・１位の証
炎天の二番星, ２０２０年８月ランキング・２位の証
炎天の三闘神, ２０２０年８月ランキング・３位の証
炎天の十人衆, ２０２０年８月ランキング・１０位以内の証
炎天の五十傑, ２０２０年８月ランキング・５０位以内の証
炎天の百人隊長, ２０２０年８月ランキング・１００位以内の証
炎天の切込隊長, ２０２０年８月ランキング・３００位以内の証
無限食欲の狂騒曲, イベント『無限食欲の狂騒曲』をクリア
今日の課題コンプリート, 今日の課題を全てクリアしよう
日曜の課題1, 敵を10体倒そう
日曜の課題2, 攻撃アイテムを1回調合しよう
日曜の課題3, 採取を5回しよう
日曜の課題4, 装備の強化を1回行おう
日曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
月曜の課題1, 調合/錬金を5回行おう
月曜の課題2, 採取を3回行おう
月曜の課題3, 納品クエストを3回クリアしよう
月曜の課題4, トレジャーに5回行こう
月曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
火曜の課題1, スキルを5回使おう（勝利時にのみカウント）
火曜の課題2, 敵を10体倒そう
火曜の課題3, トレジャーに5回行こう
火曜の課題4, 装備の強化を1回行おう
火曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
水曜の課題1, 戦闘に5回勝利しよう
水曜の課題2, 調合/錬金を5回行おう
水曜の課題3, 納品クエストを1回クリアしよう
水曜の課題4, 装備の強化を1回行おう
水曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
木曜の課題1, スキルを5回使おう（勝利時にのみカウント）
木曜の課題2, 敵を10体倒そう
木曜の課題3, 納品クエストを1回クリアしよう
木曜の課題4, トレジャーに5回行こう
木曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
金曜の課題1, 料理アイテムを1回調合しよう
金曜の課題2, 敵を10体倒そう
金曜の課題3, トレジャーに5回行こう
金曜の課題4, 採取を5回行おう
金曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
今日の課題コンプリート, 今日の課題を全てクリアしよう
土曜の課題1, スキルを5回使おう（勝利時にのみカウント）
土曜の課題2, 採取を10回行おう
土曜の課題3, 納品クエストを1回クリアしよう
土曜の課題4, 装備の強化を1回行おう
土曜の課題5, ガチャを1回引こう（コールガチャがお薦め！）
