name, description, effectValue, effectValue2
【【期間限定】能力強化, , 200, 0
【【期間限定】能力強化, , 0.2, 0
【【期間限定】能力強化, , 200, 0
開幕アクアゾーンLv5, バトル開始時にアクアゾーンLv5を使用する。, 5054, 0
それがしが護るLv1, 一定確率で味方への攻撃をかばう。HPが満タンの間回避率が上昇する。, 0, 0
【それがしが護るLv1】, 一定確率で味方への攻撃をかばう。, 0.1, 0
【それがしが護るLv1】, HPが満タンで回避率（10%)がアップ。, 3, 0
それがしが護るLv2, 一定確率で味方への攻撃をかばう。HPが満タンの間回避率が上昇する。, 0, 0
【それがしが護るLv2】, 一定確率で味方への攻撃をかばう。, 0.2, 0
【それがしが護るLv2】, HPが満タンで回避率（20%)がアップ。, 5, 0
それがしが護るLv3, 一定確率で味方への攻撃をかばう。HPが満タンの間回避率が上昇する。, 0, 0
【それがしが護るLv3】, 一定確率で味方への攻撃をかばう。, 0.4, 0
【それがしが護るLv3】, HPが満タンで回避率(30%）がアップ。, 8, 0
それがしが護るLv4, 一定確率で味方への攻撃をかばう。HPが満タンの間回避率が上昇する。, 0, 0
【それがしが護るLv4】, 一定確率で味方への攻撃をかばう。, 0.5, 0
【それがしが護るLv4】, HPが満タンで回避率(40%）がアップ。, 12, 0
それがしが護るLv5, 一定確率で味方への攻撃をかばう。HPが満タンの間回避率が上昇する。, 0, 0
【それがしが護るLv5】, 一定確率で味方への攻撃をかばう。, 0.6, 0
【それがしが護るLv5】, HPが満タンで回避率(50%）がアップ。, 15, 0
水天一碧Lv1, 水属性値が上昇する。かつ自身が水属性で与えたダメージの一定割合分HP回復する, 0, 0
【水天一碧Lv1】, 水属性値上昇, 1, 0
【水天一碧Lv1】, 水属性攻撃でHP回復, 0.1, 0
水天一碧Lv2, 水属性値が上昇する。かつ自身が水属性で与えたダメージの一定割合分HP回復する, 0, 0
【水天一碧Lv2】, 水属性値上昇, 2, 0
【水天一碧Lv2】, 水属性攻撃でHP回復, 0.12, 0
水天一碧Lv3, 水属性値が上昇する。かつ自身が水属性で与えたダメージの一定割合分HP回復する, 0, 0
【水天一碧Lv3】, 水属性値上昇, 3, 0
【水天一碧Lv3】, 水属性攻撃でHP回復, 0.15, 0
水天一碧Lv4, 水属性値が上昇する。かつ自身が水属性で与えたダメージの一定割合分HP回復する, 0, 0
【水天一碧Lv4】, 水属性値上昇, 4, 0
【水天一碧Lv4】, 水属性攻撃でHP回復, 0.18, 0
水天一碧Lv5, 水属性値が上昇する。かつ自身が水属性で与えたダメージの一定割合分HP回復する, 0, 0
【水天一碧Lv5】, 水属性値上昇, 5, 0
【水天一碧Lv5】, 水属性攻撃でHP回復, 0.2, 0
【槍】猛追の型Lv1, 槍を装備するとスキルLvに応じて物理攻撃力が上昇する, 30, 0
【槍】猛追の型Lv2, 槍を装備するとスキルLvに応じて物理攻撃力が上昇する, 50, 0
【槍】猛追の型Lv3, 槍を装備するとスキルLvに応じて物理攻撃力が上昇する, 70, 0
【槍】猛追の型Lv4, 槍を装備するとスキルLvに応じて物理攻撃力が上昇する, 90, 0
【槍】猛追の型Lv5, 槍を装備するとスキルLvに応じて物理攻撃力が上昇する, 110, 0
【片手剣】空蝉の型Lv1, 片手剣を装備するとスキルLvに応じて回避率が上昇する。, 3, 0
【片手剣】空蝉の型Lv2, 片手剣を装備するとスキルLvに応じて回避率が上昇する。, 5, 0
【片手剣】空蝉の型Lv3, 片手剣を装備するとスキルLvに応じて回避率が上昇する。, 8, 0
【片手剣】空蝉の型Lv4, 片手剣を装備するとスキルLvに応じて回避率が上昇する。, 12, 0
【片手剣】空蝉の型Lv5, 片手剣を装備するとスキルLvに応じて回避率が上昇する。, 15, 0
一歩踏み出す勇気 Lv1, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.4, 0
一歩踏み出す勇気 Lv2, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.5, 0
一歩踏み出す勇気 Lv3, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.6, 0
一歩踏み出す勇気 Lv4, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.7, 0
クーケン魂 Lv1, 沈黙の状態耐性と光属性値が上昇し、さらにドラゴンに与えるダメージがアップする。, 0, 0
【クーケン魂 Lv1】, , 0.05, 0
【クーケン魂 Lv1】, , 5, 0
【クーケン魂 Lv1】, 竜特攻, 0.4, 0
クーケン魂 Lv2, 沈黙の状態耐性と光属性値が上昇し、さらにドラゴンに与えるダメージがアップする。, 0, 0
【クーケン魂 Lv2】, , 0.1, 0
【クーケン魂 Lv2】, , 10, 0
【クーケン魂 Lv2】, , 0.5, 0
クーケン魂 Lv3, 沈黙の状態耐性と光属性値が上昇し、さらにドラゴンに与えるダメージがアップする。, 0, 0
【クーケン魂 Lv3】, , 0.15, 0
【クーケン魂 Lv3】, , 15, 0
【クーケン魂 Lv3】, , 0.6, 0
クーケン魂 Lv4, 沈黙の状態耐性と光属性値が上昇し、さらにドラゴンに与えるダメージがアップする。, 0, 0
【クーケン魂 Lv4】, , 0.2, 0
【クーケン魂 Lv4】, , 20, 0
【クーケン魂 Lv4】, , 0.7, 0
猪突猛進 Lv1, 戦闘開始時に全員の物理攻撃力、魔法攻撃力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
猪突猛進 Lv2, 戦闘開始時に全員の物理攻撃力、魔法攻撃力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
猪突猛進 Lv3, 戦闘開始時に全員の物理攻撃力、魔法攻撃力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
猪突猛進 Lv4, 戦闘開始時に全員の物理攻撃力、魔法攻撃力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
ライザスペシャル！ Lv1, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.15, 0
ライザスペシャル！ Lv2, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.25, 0
ライザスペシャル！ Lv3, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.35, 0
ひと夏の冒険譚 Lv1, パーティ全員の戦闘取得経験値がアップ。, 0.3, 0
ひと夏の冒険譚 Lv2, パーティ全員の戦闘取得経験値がアップ。, 0.4, 0
ひと夏の冒険譚 Lv3, パーティ全員の戦闘取得経験値がアップ。, 0.5, 0
【杖】あたし流戦闘術 Lv1, 杖を装備すると、魔法攻撃力と魔法防御力が上昇する。, 0, 0
【【杖】あたし流戦闘術 Lv1】, , 20, 0
【【杖】あたし流戦闘術 Lv1】, , 5, 0
【杖】あたし流戦闘術 Lv2, 杖を装備すると、魔法攻撃力と魔法防御力が上昇する。, 0, 0
【【杖】あたし流戦闘術 Lv2】, , 30, 0
【【杖】あたし流戦闘術 Lv2】, , 10, 0
【杖】あたし流戦闘術 Lv3, 杖を装備すると、魔法攻撃力と魔法防御力が上昇する。, 0, 0
【【杖】あたし流戦闘術 Lv3】, , 40, 0
【【杖】あたし流戦闘術 Lv3】, , 15, 0
【杖】あたし流戦闘術 Lv4, 杖を装備すると、魔法攻撃力と魔法防御力が上昇する。, 0, 0
【【杖】あたし流戦闘術 Lv4】, , 50, 0
【【杖】あたし流戦闘術 Lv4】, , 20, 0
デキる錬金術士 Lv1, スキル連携した時に効果が上がる。, 0.1, 0
デキる錬金術士 Lv2, スキル連携した時に効果が上がる。, 0.15, 0
デキる錬金術士 Lv3, スキル連携した時に効果が上がる。, 0.2, 0
デキる錬金術士 Lv4, スキル連携した時に効果が上がる。, 0.25, 0
驚異の発想力 Lv1, 自身が使用する攻撃系アイテムのダメージが上がる。リーダー設定時はマニュアルアイテムにも適用される。, 0.1, 0
驚異の発想力 Lv2, 自身が使用する攻撃系アイテムのダメージが上がる。リーダー設定時はマニュアルアイテムにも適用される。, 0.15, 0
驚異の発想力 Lv3, 自身が使用する攻撃系アイテムのダメージが上がる。リーダー設定時はマニュアルアイテムにも適用される。, 0.2, 0
驚異の発想力 Lv4, 自身が使用する攻撃系アイテムのダメージが上がる。リーダー設定時はマニュアルアイテムにも適用される。, 0.25, 0
錬金術で頑張ろう作戦！ Lv1, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.4, 0
錬金術で頑張ろう作戦！ Lv2, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.5, 0
錬金術で頑張ろう作戦！ Lv3, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.6, 0
錬金術で頑張ろう作戦！ Lv4, バトル中、一定確率で【攻撃】アイテムを使用する。発動時にターン数を消費する。, 0.7, 0
おばあちゃんの教え Lv1, 火傷、凍結の状態耐性が上昇し、さらにトレント族へのダメージがアップする。, 0, 0
【おばあちゃんの教え Lv1】, , 0.1, 0
【おばあちゃんの教え Lv1】, , 0.4, 0
おばあちゃんの教え Lv2, 火傷、凍結の状態耐性が上昇し、さらにトレント族へのダメージがアップする。, 0, 0
【おばあちゃんの教え Lv2】, , 0.15, 0
【おばあちゃんの教え Lv2】, , 0.5, 0
おばあちゃんの教え Lv3, 火傷、凍結の状態耐性が上昇し、さらにトレント族へのダメージがアップする。, 0, 0
【おばあちゃんの教え Lv3】, , 0.2, 0
【おばあちゃんの教え Lv3】, , 0.6, 0
ちょっとティータイム Lv1, 自身のHPが満タンのとき、自分の行動終了時にSPが一定量回復する。, 0.15, 0
ちょっとティータイム Lv2, 自身のHPが満タンのとき、自分の行動終了時にSPが一定量回復する。, 0.2, 0
ちょっとティータイム Lv3, 自身のHPが満タンのとき、自分の行動終了時にSPが一定量回復する。, 0.25, 0
【メイス】秘めたる才覚 Lv1, メイスを装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【メイス】秘めたる才覚 Lv1】, , 30, 0
【【メイス】秘めたる才覚 Lv1】, , 4, 0
【メイス】秘めたる才覚 Lv2, メイスを装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【メイス】秘めたる才覚 Lv2】, , 40, 0
【【メイス】秘めたる才覚 Lv2】, , 6, 0
【メイス】秘めたる才覚 Lv3, メイスを装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【メイス】秘めたる才覚 Lv3】, , 50, 0
【【メイス】秘めたる才覚 Lv3】, , 8, 0
【メイス】秘めたる才覚 Lv4, メイスを装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【メイス】秘めたる才覚 Lv4】, , 60, 0
【【メイス】秘めたる才覚 Lv4】, , 10, 0
敵用【プニ左衛門】HPリジェネ, 自分の行動終了時にHPが一定量回復, 1, 0
火除けの衣 Lv1, 火属性値が上昇し、状態変化がかかっている敵に攻撃するとダメージ量がアップする。, 0, 0
【火除けの衣 Lv1】, , 5, 0
【火除けの衣 Lv1】, , 0.2, 0
火除けの衣 Lv2, 火属性値が上昇し、状態変化がかかっている敵に攻撃するとダメージ量がアップする。, 0, 0
【火除けの衣 Lv2】, , 10, 0
【火除けの衣 Lv2】, , 0.25, 0
火除けの衣 Lv3, 火属性値が上昇し、状態変化がかかっている敵に攻撃するとダメージ量がアップする。, 0, 0
【火除けの衣 Lv3】, , 15, 0
【火除けの衣 Lv3】, , 0.3, 0
火除けの衣 Lv4, 火属性値が上昇し、状態変化がかかっている敵に攻撃するとダメージ量がアップする。, 0, 0
【火除けの衣 Lv4】, , 20, 0
【火除けの衣 Lv4】, , 0.35, 0
インタラプト Lv1, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【インタラプト Lv1】, , 0.4, 0
【インタラプト Lv1】, , 0.15, 0
インタラプト Lv2, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【インタラプト Lv2】, , 0.5, 0
【インタラプト Lv2】, , 0.2, 0
インタラプト Lv3, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【インタラプト Lv3】, , 0.6, 0
【インタラプト Lv3】, , 0.25, 0
インタラプト Lv4, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【インタラプト Lv4】, , 0.7, 0
【インタラプト Lv4】, , 0.3, 0
アルケミリドルの導き Lv1, 戦闘開始時、一定確率で敵に状態耐性半減を付与する。効果は一定時間有効。, 0, 0
アルケミリドルの導き Lv2, 戦闘開始時、一定確率で敵に状態耐性半減を付与する。効果は一定時間有効。, 0, 0
アルケミリドルの導き Lv3, 戦闘開始時、一定確率で敵に状態耐性半減を付与する。効果は一定時間有効。, 0, 0
アルケミリドルの導き Lv4, 戦闘開始時、一定確率で敵に状態耐性半減を付与する。効果は一定時間有効。, 0, 0
イレイズエコウ札 Lv1, 呪いの状態耐性が上昇し、さらにバンシー族、スケルトン族へのダメージがアップする。, 0, 0
【イレイズエコウ札 Lv1】, , 0.1, 0
【イレイズエコウ札 Lv1】, , 0.4, 0
【イレイズエコウ札 Lv1】, , 0.4, 0
イレイズエコウ札 Lv2, 呪いの状態耐性が上昇し、さらにバンシー族、スケルトン族へのダメージがアップする。, 0, 0
【イレイズエコウ札 Lv2】, , 0.2, 0
【イレイズエコウ札 Lv2】, , 0.5, 0
【イレイズエコウ札 Lv2】, , 0.5, 0
イレイズエコウ札 Lv3, 呪いの状態耐性が上昇し、さらにバンシー族、スケルトン族へのダメージがアップする。, 0, 0
【イレイズエコウ札 Lv3】, , 0.3, 0
【イレイズエコウ札 Lv3】, , 0.6, 0
【イレイズエコウ札 Lv3】, , 0.6, 0
イレイズエコウ札 Lv4, 呪いの状態耐性が上昇し、さらにバンシー族、スケルトン族へのダメージがアップする。, 0, 0
【イレイズエコウ札 Lv4】, , 0.4, 0
【イレイズエコウ札 Lv4】, , 0.7, 0
【イレイズエコウ札 Lv4】, , 0.7, 0
キュートスター Lv1, 一定確率で追撃し、さらにその追撃時にピヨリを付与することがある。, 0, 0
【キュートスター Lv1】, , 0.1, 0
【キュートスター Lv1】, , 0, 0
キュートスター Lv2, 一定確率で追撃し、さらにその追撃時にピヨリを付与することがある。, 0, 0
【キュートスター Lv2】, , 0.2, 0
【キュートスター Lv2】, , 0, 0
キュートスター Lv3, 一定確率で追撃し、さらにその追撃時にピヨリを付与することがある。, 0, 0
【キュートスター Lv3】, , 0.3, 0
【キュートスター Lv3】, , 0, 0
【メイス】お母さんの娘 Lv1, メイスを装備すると、物理攻撃力が大きく上昇する。, 50, 0
【メイス】お母さんの娘 Lv2, メイスを装備すると、物理攻撃力が大きく上昇する。, 60, 0
【メイス】お母さんの娘 Lv3, メイスを装備すると、物理攻撃力が大きく上昇する。, 70, 0
七星の輝き Lv1, 火、土、風、水、光、闇の属性値が上昇する。, 5, 0
七星の輝き Lv2, 火、土、風、水、光、闇の属性値が上昇する。, 8, 0
七星の輝き Lv3, 火、土、風、水、光、闇の属性値が上昇する。, 10, 0
七星の輝き Lv4, 火、土、風、水、光、闇の属性値が上昇する。, 12, 0
ピースフルライト Lv1, 戦闘開始時に全員の物理防御力、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【ピースフルライト Lv1】, , 0, 0
【ピースフルライト Lv1】, , 0, 0
ピースフルライト Lv2, 戦闘開始時に全員の物理防御力、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【ピースフルライト Lv2】, , 0, 0
【ピースフルライト Lv2】, , 0, 0
ピースフルライト Lv3, 戦闘開始時に全員の物理防御力、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【ピースフルライト Lv3】, , 0, 0
【ピースフルライト Lv3】, , 0, 0
ピースフルライト Lv4, 戦闘開始時に全員の物理防御力、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【ピースフルライト Lv4】, , 0, 0
【ピースフルライト Lv4】, , 0, 0
忘れない初心 Lv1, ぷに族へのダメージがアップする。, 0.4, 0
忘れない初心 Lv2, ぷに族へのダメージがアップする。, 0.5, 0
忘れない初心 Lv3, ぷに族へのダメージがアップする。, 0.6, 0
忘れない初心 Lv4, ぷに族へのダメージがアップする。, 0.7, 0
雲宮のフローテル Lv1, 通常攻撃時に一定確率で対象の物理攻撃、魔法攻撃を下げる。, 0, 0
【雲宮のフローテル Lv1】, , 0, 0
【雲宮のフローテル Lv1】, , 0, 0
雲宮のフローテル Lv2, 通常攻撃時に一定確率で対象の物理攻撃、魔法攻撃を下げる。, 0, 0
【雲宮のフローテル Lv2】, , 0, 0
【雲宮のフローテル Lv2】, , 0, 0
雲宮のフローテル Lv3, 通常攻撃時に一定確率で対象の物理攻撃、魔法攻撃を下げる。, 0, 0
【雲宮のフローテル Lv3】, , 0, 0
【雲宮のフローテル Lv3】, , 0, 0
パイ焼き名人の技 Lv1, 自身の行動終了後にHPが一定量回復し、大人ロロナがマニュアルアイテムでHP回復アイテムを使用するときの回復量が上がる。, 0, 0
【パイ焼き名人の技 Lv1】, , 0.1, 0
【パイ焼き名人の技 Lv1】, , 0.1, 0
【パイ焼き名人の技 Lv1】, , 0, 0
パイ焼き名人の技 Lv2, 自身の行動終了後にHPが一定量回復し、大人ロロナがマニュアルアイテムでHP回復アイテムを使用するときの回復量が上がる。, 0, 0
【パイ焼き名人の技 Lv2】, , 0.2, 0
【パイ焼き名人の技 Lv2】, , 0.2, 0
【パイ焼き名人の技 Lv2】, , 0, 0
パイ焼き名人の技 Lv3, 自身の行動終了後にHPが一定量回復し、大人ロロナがマニュアルアイテムでHP回復アイテムを使用するときの回復量が上がる。, 0, 0
【パイ焼き名人の技 Lv3】, , 0.3, 0
【パイ焼き名人の技 Lv3】, , 0.25, 0
【パイ焼き名人の技 Lv3】, , 0, 0
【杖】熟練の錬金術士 Lv1, 杖を装備すると、物理防御力と魔法防御力が上昇する。, 0, 0
【【杖】熟練の錬金術士 Lv1】, , 30, 0
【【杖】熟練の錬金術士 Lv1】, , 30, 0
【杖】熟練の錬金術士 Lv2, 杖を装備すると、物理防御力と魔法防御力が上昇する。, 0, 0
【【杖】熟練の錬金術士 Lv2】, , 40, 0
【【杖】熟練の錬金術士 Lv2】, , 40, 0
【杖】熟練の錬金術士 Lv3, 杖を装備すると、物理防御力と魔法防御力が上昇する。, 0, 0
【【杖】熟練の錬金術士 Lv3】, , 50, 0
【【杖】熟練の錬金術士 Lv3】, , 50, 0
【杖】熟練の錬金術士 Lv4, 杖を装備すると、物理防御力と魔法防御力が上昇する。, 0, 0
【【杖】熟練の錬金術士 Lv4】, , 60, 0
【【杖】熟練の錬金術士 Lv4】, , 60, 0
アールズのお姫様 Lv1, 光属性値が上昇する。, 5, 0
アールズのお姫様 Lv2, 光属性値が上昇する。, 10, 0
アールズのお姫様 Lv3, 光属性値が上昇する。, 15, 0
アールズのお姫様 Lv4, 光属性値が上昇する。, 20, 0
パワーアイテム Lv1, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【パワーアイテム Lv1】, , 0.4, 0
【パワーアイテム Lv1】, , 0.1, 0
【パワーアイテム Lv1】, , 0.1, 0
パワーアイテム Lv2, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【パワーアイテム Lv2】, , 0.4, 0
【パワーアイテム Lv2】, , 0.15, 0
【パワーアイテム Lv2】, , 0.2, 0
パワーアイテム Lv3, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【パワーアイテム Lv3】, , 0.5, 0
【パワーアイテム Lv3】, , 0.2, 0
【パワーアイテム Lv3】, , 0.3, 0
パワーアイテム Lv4, バトル中、一定確率で通常攻撃の代わりに【攻撃】アイテムを使用する。攻撃系アイテムのダメージが上がり、リーダー時はマニュアルアイテムにも適用される。, 0, 0
【パワーアイテム Lv4】, , 0.6, 0
【パワーアイテム Lv4】, , 0.25, 0
【パワーアイテム Lv4】, , 0.4, 0
王家の守護 Lv1, 戦闘開始時、全員の物理攻撃力、光属性値が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【王家の守護 Lv1】, , 0, 0
【王家の守護 Lv1】, , 0, 0
王家の守護 Lv2, 戦闘開始時、全員の物理攻撃力、光属性値が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【王家の守護 Lv2】, , 0, 0
【王家の守護 Lv2】, , 0, 0
王家の守護 Lv3, 戦闘開始時、全員の物理攻撃力、光属性値が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【王家の守護 Lv3】, , 0, 0
【王家の守護 Lv3】, , 0, 0
王家の守護 Lv4, 戦闘開始時、全員の物理攻撃力、光属性値が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【王家の守護 Lv4】, , 0, 0
【王家の守護 Lv4】, , 0, 0
無類のキノコ博士 Lv1, 毒の状態耐性が上昇し、さらにキノコ族へのダメージがアップする。, 0, 0
【無類のキノコ博士 Lv1】, , 0.1, 0
【無類のキノコ博士 Lv1】, , 0.4, 0
無類のキノコ博士 Lv2, 毒の状態耐性が上昇し、さらにキノコ族へのダメージがアップする。, 0, 0
【無類のキノコ博士 Lv2】, , 0.2, 0
【無類のキノコ博士 Lv2】, , 0.5, 0
無類のキノコ博士 Lv3, 毒の状態耐性が上昇し、さらにキノコ族へのダメージがアップする。, 0, 0
【無類のキノコ博士 Lv3】, , 0.3, 0
【無類のキノコ博士 Lv3】, , 0.6, 0
無類のキノコ博士 Lv4, 毒の状態耐性が上昇し、さらにキノコ族へのダメージがアップする。, 0, 0
【無類のキノコ博士 Lv4】, , 0.4, 0
【無類のキノコ博士 Lv4】, , 0.7, 0
おてんば錬金術士 Lv1, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.3, 0
おてんば錬金術士 Lv2, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.35, 0
おてんば錬金術士 Lv3, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.4, 0
【メイス】開拓者の才能 Lv1, メイスを装備すると、物理攻撃力と物理防御力が上昇する。, 0, 0
【【メイス】開拓者の才能 Lv1】, , 30, 0
【【メイス】開拓者の才能 Lv1】, , 30, 0
【メイス】開拓者の才能 Lv2, メイスを装備すると、物理攻撃力と物理防御力が上昇する。, 0, 0
【【メイス】開拓者の才能 Lv2】, , 40, 0
【【メイス】開拓者の才能 Lv2】, , 40, 0
【メイス】開拓者の才能 Lv3, メイスを装備すると、物理攻撃力と物理防御力が上昇する。, 0, 0
【【メイス】開拓者の才能 Lv3】, , 50, 0
【【メイス】開拓者の才能 Lv3】, , 50, 0
魔法使いの本領 Lv1, 火属性で与えるダメージが上昇する。, 0.2, 0
魔法使いの本領 Lv2, 火属性で与えるダメージが上昇する。, 0.25, 0
魔法使いの本領 Lv3, 火属性で与えるダメージが上昇する。, 0.3, 0
魔法使いの本領 Lv4, 火属性で与えるダメージが上昇する。, 0.35, 0
エナジーブースト Lv1, HPが満タンの時、スキルゲージが溜まりやすくなる。, 0.1, 0
エナジーブースト Lv2, HPが満タンの時、スキルゲージが溜まりやすくなる。, 0.125, 0
エナジーブースト Lv3, HPが満タンの時、スキルゲージが溜まりやすくなる。, 0.15, 0
エナジーブースト Lv4, HPが満タンの時、スキルゲージが溜まりやすくなる。, 0.175, 0
徹底絶対燃焼 Lv1, 火属性値が上昇し、さらにゴブリン族へのダメージがアップする。, 0, 0
【徹底絶対燃焼 Lv1】, , 5, 0
【徹底絶対燃焼 Lv1】, , 0.4, 0
徹底絶対燃焼 Lv2, 火属性値が上昇し、さらにゴブリン族へのダメージがアップする。, 0, 0
【徹底絶対燃焼 Lv2】, , 10, 0
【徹底絶対燃焼 Lv2】, , 0.5, 0
徹底絶対燃焼 Lv3, 火属性値が上昇し、さらにゴブリン族へのダメージがアップする。, 0, 0
【徹底絶対燃焼 Lv3】, , 15, 0
【徹底絶対燃焼 Lv3】, , 0.6, 0
徹底絶対燃焼 Lv4, 火属性値が上昇し、さらにゴブリン族へのダメージがアップする。, 0, 0
【徹底絶対燃焼 Lv4】, , 20, 0
【徹底絶対燃焼 Lv4】, , 0.7, 0
マジカルサポーター Lv1, バトル中、一定確率でターン数を消費せず【補助】アイテムを使用し、通常攻撃時に魔法防御力を下げることがある。, 0, 0
【マジカルサポーター Lv1】, , 0.1, 0
【マジカルサポーター Lv1】, , 0, 0
マジカルサポーター Lv2, バトル中、一定確率でターン数を消費せず【補助】アイテムを使用し、通常攻撃時に魔法防御力を下げることがある。, 0, 0
【マジカルサポーター Lv2】, , 0.2, 0
【マジカルサポーター Lv2】, , 0, 0
マジカルサポーター Lv3, バトル中、一定確率でターン数を消費せず【補助】アイテムを使用し、通常攻撃時に魔法防御力を下げることがある。, 0, 0
【マジカルサポーター Lv3】, , 0.25, 0
【マジカルサポーター Lv3】, , 0, 0
マジカルサポーター Lv4, バトル中、一定確率でターン数を消費せず【補助】アイテムを使用し、通常攻撃時に魔法防御力を下げることがある。, 0, 0
【マジカルサポーター Lv4】, , 0.3, 0
【マジカルサポーター Lv4】, , 0, 0
華麗なる連撃 Lv1, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.1, 0
華麗なる連撃 Lv2, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.2, 0
華麗なる連撃 Lv3, 仲間が攻撃した後、一定確率で行動順番関係なく追撃することがある。, 0.3, 0
【杖】薔薇の花ソレル Lv1, 杖を装備すると、素早さと魔法攻撃力が上がる。, 0, 0
【【杖】薔薇の花ソレル Lv1】, , 4, 0
【【杖】薔薇の花ソレル Lv1】, , 30, 0
【杖】薔薇の花ソレル Lv2, 杖を装備すると、素早さと魔法攻撃力が上がる。, 0, 0
【【杖】薔薇の花ソレル Lv2】, , 6, 0
【【杖】薔薇の花ソレル Lv2】, , 40, 0
【杖】薔薇の花ソレル Lv3, 杖を装備すると、素早さと魔法攻撃力が上がる。, 0, 0
【【杖】薔薇の花ソレル Lv3】, , 8, 0
【【杖】薔薇の花ソレル Lv3】, , 50, 0
水霊の聖典 Lv1, 戦闘開始時に全員の水属性、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【水霊の聖典 Lv1】, , 0, 0
【水霊の聖典 Lv1】, , 0, 0
水霊の聖典 Lv2, 戦闘開始時に全員の水属性、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【水霊の聖典 Lv2】, , 0, 0
【水霊の聖典 Lv2】, , 0, 0
水霊の聖典 Lv3, 戦闘開始時に全員の水属性、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【水霊の聖典 Lv3】, , 0, 0
【水霊の聖典 Lv3】, , 0, 0
